"","character","trait_max","trait_min","avg_rating","number_ratings","anchor_trait"
"4993","Clementine Pennyfeather","vague","precise",63.6,146,"precise"
"4994","Clementine Pennyfeather","innocent","worldly",63.4,237,"innocent"
"4995","Clementine Pennyfeather","neutral","opinionated",63.1,18,"neutral"
"4996","Clementine Pennyfeather","love-focused","money-focused",63,30,"love-focused"
"4997","Clementine Pennyfeather","subjective","objective",62.9,92,"objective"
"4998","Clementine Pennyfeather","monotone","expressive",62.9,34,"expressive"
"4999","Clementine Pennyfeather","compersive","jealous",62.8,159,"compersive"
"5000","Clementine Pennyfeather","resigned","resistant",62.8,241,"resigned"
"5001","Clementine Pennyfeather","rural","urban",62.7,28,"rural"
"5002","Clementine Pennyfeather","hedonist","monastic",62.7,15,"hedonist"
"5003","Clementine Pennyfeather","vintage","trendy",62.7,29,"trendy"
"5004","Clementine Pennyfeather","slow","fast",62.6,226,"fast"
"5005","Clementine Pennyfeather","dramatic","no-nonsense",62.6,107,"dramatic"
"5006","Clementine Pennyfeather","spelunker","claustrophobic",62.6,25,"claustrophobic"
"5007","Clementine Pennyfeather","underachiever","overachiever",62.5,20,"overachiever"
"5008","Clementine Pennyfeather","workaholic","slacker",62.4,99,"slacker"
"5009","Clementine Pennyfeather","heroic","villainous",62.3,228,"heroic"
"5010","Clementine Pennyfeather","🥴","🥳",62.3,19,"🥳"
"5011","Clementine Pennyfeather","rhythmic","stuttering",62.3,39,"rhythmic"
"5012","Clementine Pennyfeather","empath","psychopath",62.3,22,"empath"
"5013","Clementine Pennyfeather","conventional","creative",62,215,"conventional"
"5014","Clementine Pennyfeather","bad boy","white knight",62,22,"bad boy"
"5015","Clementine Pennyfeather","😏","😬",61.9,22,"😏"
"5016","Clementine Pennyfeather","serene","pensive",61.9,23,"pensive"
"5017","Clementine Pennyfeather","boy/girl-next-door","celebrity",61.9,33,"boy/girl-next-door"
"5018","Clementine Pennyfeather","gullible","cynical",61.8,40,"cynical"
"5019","Clementine Pennyfeather","timid","cocky",61.8,35,"cocky"
"5020","Clementine Pennyfeather","😭","😀",61.7,23,"😀"
"5021","Clementine Pennyfeather","vengeful","forgiving",61.6,240,"forgiving"
"5022","Clementine Pennyfeather","spiritual","skeptical",61.4,195,"skeptical"
"5023","Clementine Pennyfeather","profound","ironic",61.4,28,"ironic"
"5024","Clementine Pennyfeather","English","German",61.3,29,"English"
"5025","Clementine Pennyfeather","melee","ranged",61.3,34,"melee"
"5026","Clementine Pennyfeather","gregarious","private",61.2,175,"gregarious"
"5027","Clementine Pennyfeather","idealist","realist",61.1,88,"idealist"
"5028","Clementine Pennyfeather","mad","glad",61.1,25,"glad"
"5029","Clementine Pennyfeather","chaotic","orderly",61,244,"chaotic"
"5030","Clementine Pennyfeather","sleepy","frenzied",61,46,"frenzied"
"5031","Clementine Pennyfeather","spicy","mild",60.7,238,"mild"
"5032","Clementine Pennyfeather","introspective","not introspective",60.6,26,"introspective"
"5033","Clementine Pennyfeather","simple","complicated",60.5,230,"complicated"
"5034","Clementine Pennyfeather","🐿","🦇",60.5,26,"🐿"
"5035","Clementine Pennyfeather","fresh","stinky",60.4,38,"fresh"
"5036","Clementine Pennyfeather","yes-man","contrarian",60.3,23,"contrarian"
"5037","Clementine Pennyfeather","lewd","tasteful",60.1,254,"lewd"
"5038","Clementine Pennyfeather","soft","hard",60.1,114,"hard"
"5039","Clementine Pennyfeather","overspender","penny-pincher",60.1,18,"overspender"
"5040","Clementine Pennyfeather","indie","pop",59.8,27,"indie"
"5041","Clementine Pennyfeather","bold","serious",59.7,241,"bold"
"5042","Clementine Pennyfeather","work-first","family-first",59.7,199,"family-first"
"5043","Clementine Pennyfeather","🥵","🥶",59.7,31,"🥵"
"5044","Clementine Pennyfeather","unambitious","driven",59.6,207,"driven"
"5045","Clementine Pennyfeather","explorer","builder",59.6,216,"builder"
"5046","Clementine Pennyfeather","🧙","👨‍🚀",59.6,25,"👨‍🚀"
"5047","Clementine Pennyfeather","refined","rugged",59.3,243,"refined"
"5048","Clementine Pennyfeather","whippersnapper","sage",59.3,35,"sage"
"5049","Clementine Pennyfeather","brave","careful",59.1,229,"brave"
"5050","Clementine Pennyfeather","social","reclusive",59.1,35,"reclusive"
"5051","Clementine Pennyfeather","jock","nerd",59,242,"jock"
"5052","Clementine Pennyfeather","freelance","corporate",59,30,"corporate"
"5053","Clementine Pennyfeather","democratic","authoritarian",58.9,199,"authoritarian"
"5054","Clementine Pennyfeather","minimalist","pack rat",58.9,19,"minimalist"
"5055","Clementine Pennyfeather","hesitant","decisive",58.8,219,"decisive"
"5056","Clementine Pennyfeather","basic","hipster",58.8,210,"basic"
"5057","Clementine Pennyfeather","sporty","bookish",58.8,187,"bookish"
"5058","Clementine Pennyfeather","flimsy","sturdy",58.8,33,"flimsy"
"5059","Clementine Pennyfeather","weird","normal",58.7,241,"normal"
"5060","Clementine Pennyfeather","domestic","industrial",58.7,95,"domestic"
"5061","Clementine Pennyfeather","self-destructive","self-improving",58.7,46,"self-destructive"
"5062","Clementine Pennyfeather","tactful","indiscreet",58.6,21,"indiscreet"
"5063","Clementine Pennyfeather","Greek","Roman",58.6,35,"Greek"
"5064","Clementine Pennyfeather","lover","fighter",58.6,23,"fighter"
"5065","Clementine Pennyfeather","common sense","analysis",58.5,22,"analysis"
"5066","Clementine Pennyfeather","concise","long-winded",58.5,24,"concise"
"5067","Clementine Pennyfeather","low IQ","high IQ",58.4,277,"high IQ"
"5068","Clementine Pennyfeather","patriotic","unpatriotic",58.4,14,"patriotic"
"5069","Clementine Pennyfeather","feminist","sexist",58.4,20,"feminist"
"5070","Clementine Pennyfeather","washed","muddy",58.4,21,"muddy"
"5071","Clementine Pennyfeather","pointed","random",58.3,22,"pointed"
"5072","Clementine Pennyfeather","non-gamer","gamer",58.2,33,"gamer"
"5073","Clementine Pennyfeather","innocent","jaded",58.2,27,"innocent"
"5074","Clementine Pennyfeather","predictable","quirky",58.2,26,"predictable"
"5075","Clementine Pennyfeather","bold","shy",58.1,234,"bold"
"5076","Clementine Pennyfeather","subdued","exuberant",58.1,39,"exuberant"
"5077","Clementine Pennyfeather","badass","weakass",58.1,20,"badass"
"5078","Clementine Pennyfeather","sensitive","thick-skinned",57.9,268,"sensitive"
"5079","Clementine Pennyfeather","angelic","demonic",57.8,248,"angelic"
"5080","Clementine Pennyfeather","🤠","🤑",57.7,27,"🤑"
"5081","Clementine Pennyfeather","experimental","reliable",57.7,28,"experimental"
"5082","Clementine Pennyfeather","envious","prideful",57.7,41,"envious"
"5083","Clementine Pennyfeather","radical","centrist",57.7,22,"centrist"
"5084","Clementine Pennyfeather","adventurous","stick-in-the-mud",57.6,220,"adventurous"
"5085","Clementine Pennyfeather","deranged","reasonable",57.4,23,"deranged"
"5086","Clementine Pennyfeather","🚴","🏋️‍♂️",57.4,31,"🏋️‍♂️"
"5087","Clementine Pennyfeather","genocidal","not genocidal",57.4,31,"genocidal"
"5088","Clementine Pennyfeather","playful","serious",57.3,227,"playful"
"5089","Clementine Pennyfeather","flexible","rigid",57.3,206,"flexible"
"5090","Clementine Pennyfeather","good-cook","bad-cook",57.3,23,"bad-cook"
"5091","Clementine Pennyfeather","twitchy","still",57.3,24,"still"
"5092","Clementine Pennyfeather","works hard","plays hard",57.2,238,"plays hard"
"5093","Clementine Pennyfeather","Pepsi","Coke",57.2,11,"Coke"
"5094","Clementine Pennyfeather","interesting","tiresome",57.1,249,"interesting"
"5095","Clementine Pennyfeather","reserved","chatty",56.9,256,"chatty"
"5096","Clementine Pennyfeather","🥰","🙃",56.8,24,"🥰"
"5097","Clementine Pennyfeather","calm","anxious",56.7,243,"anxious"
"5098","Clementine Pennyfeather","charming","trusting",56.7,259,"charming"
"5099","Clementine Pennyfeather","stoic","expressive",56.6,255,"expressive"
"5100","Clementine Pennyfeather","💀","🎃",56.6,25,"🎃"
"5101","Clementine Pennyfeather","nihilist","existentialist",56.5,75,"existentialist"
"5102","Clementine Pennyfeather","accommodating","stubborn",56.5,18,"accommodating"
"5103","Clementine Pennyfeather","civilized","barbaric",56.4,243,"barbaric"
"5104","Clementine Pennyfeather","🤐","😜",56.4,18,"🤐"
"5105","Clementine Pennyfeather","deliberate","spontaneous",56.3,248,"deliberate"
"5106","Clementine Pennyfeather","secretive","open-book",56.2,36,"open-book"
"5107","Clementine Pennyfeather","classical","avant-garde",56.1,101,"avant-garde"
"5108","Clementine Pennyfeather","flower child","goth",56.1,35,"flower child"
"5109","Clementine Pennyfeather","disorganized","self-disciplined",55.8,221,"disorganized"
"5110","Clementine Pennyfeather","anarchist","statist",55.8,25,"anarchist"
"5111","Clementine Pennyfeather","🦒","🐐",55.8,27,"🐐"
"5112","Clementine Pennyfeather","punk rock","preppy",55.8,39,"preppy"
"5113","Clementine Pennyfeather","demure","vain",55.7,233,"demure"
"5114","Clementine Pennyfeather","low-tech","high-tech",55.7,218,"high-tech"
"5115","Clementine Pennyfeather","provincial","cosmopolitan",55.7,209,"cosmopolitan"
"5116","Clementine Pennyfeather","relaxed","tense",55.6,259,"relaxed"
"5117","Clementine Pennyfeather","businesslike","chivalrous",55.6,14,"businesslike"
"5118","Clementine Pennyfeather","jealous","opinionated",55.5,17,"jealous"
"5119","Clementine Pennyfeather","insecure","confident",55.4,241,"confident"
"5120","Clementine Pennyfeather","competent","incompetent",55.3,214,"competent"
"5121","Clementine Pennyfeather","nurturing","poisonous",55.3,105,"nurturing"
"5122","Clementine Pennyfeather","soulless","soulful",55.3,107,"soulful"
"5123","Clementine Pennyfeather","mischievous","well behaved",55.2,250,"mischievous"
"5124","Clementine Pennyfeather","astonishing","methodical",55.2,210,"astonishing"
"5125","Clementine Pennyfeather","extrovert","introvert",55.2,236,"extrovert"
"5126","Clementine Pennyfeather","heathen","devout",55.2,227,"devout"
"5127","Clementine Pennyfeather","impartial","biased",55.2,196,"biased"
"5128","Clementine Pennyfeather","queer","straight",55.2,118,"queer"
"5129","Clementine Pennyfeather","wild","tame",55.1,251,"tame"
"5130","Clementine Pennyfeather","ignorant","knowledgeable",55.1,34,"ignorant"
"5131","Clementine Pennyfeather","disarming","creepy",54.8,110,"creepy"
"5132","Clementine Pennyfeather","feisty","gracious",54.7,235,"feisty"
"5133","Clementine Pennyfeather","deviant","average",54.7,186,"average"
"5134","Clementine Pennyfeather","👟","🥾",54.7,25,"👟"
"5135","Clementine Pennyfeather","circular","linear",54.7,33,"circular"
"5136","Clementine Pennyfeather","giggling","chortling",54.7,38,"chortling"
"5137","Clementine Pennyfeather","metaphorical","literal",54.5,211,"literal"
"5138","Clementine Pennyfeather","💪","🧠",54.5,22,"💪"
"5139","Clementine Pennyfeather","empirical","theoretical",54.3,187,"empirical"
"5140","Clementine Pennyfeather","unmotivated","motivated",54.3,19,"motivated"
"5141","Clementine Pennyfeather","charismatic","uninspiring",54.2,267,"charismatic"
"5142","Clementine Pennyfeather","mysterious","unambiguous",54.2,231,"mysterious"
"5143","Clementine Pennyfeather","unorthodox","traditional",54.2,96,"traditional"
"5144","Clementine Pennyfeather","🤫","🤔",54.2,20,"🤔"
"5145","Clementine Pennyfeather","fire","water",54.1,21,"fire"
"5146","Clementine Pennyfeather","everyman","chosen one",54.1,31,"chosen one"
"5147","Clementine Pennyfeather","impulsive","cautious",54,218,"cautious"
"5148","Clementine Pennyfeather","wavering","resolute",54,20,"resolute"
"5149","Clementine Pennyfeather","emotional","unemotional",54,22,"emotional"
"5150","Clementine Pennyfeather","ferocious","pacifist",53.9,221,"ferocious"
"5151","Clementine Pennyfeather","cannibal","vegan",53.9,39,"cannibal"
"5152","Clementine Pennyfeather","cryptic","straightforward",53.7,257,"cryptic"
"5153","Clementine Pennyfeather","coordinated","clumsy",53.7,218,"clumsy"
"5154","Clementine Pennyfeather","extraordinary","mundane",53.7,263,"extraordinary"
"5155","Clementine Pennyfeather","confidential","gossiping",53.7,210,"confidential"
"5156","Clementine Pennyfeather","goof-off","studious",53.7,36,"goof-off"
"5157","Clementine Pennyfeather","atheist","theist",53.6,89,"atheist"
"5158","Clementine Pennyfeather","sugarcoated","frank",53.6,30,"frank"
"5159","Clementine Pennyfeather","active","slothful",53.5,213,"active"
"5160","Clementine Pennyfeather","apathetic","curious",53.4,204,"apathetic"
"5161","Clementine Pennyfeather","salacious","wholesome",53.4,21,"salacious"
"5162","Clementine Pennyfeather","intense","lighthearted",53.4,33,"intense"
"5163","Clementine Pennyfeather","👨‍🔧","👨‍⚕️",53.2,26,"👨‍⚕️"
"5164","Clementine Pennyfeather","suspicious","awkward",53,253,"awkward"
"5165","Clementine Pennyfeather","eloquent","unpolished",53,265,"eloquent"
"5166","Clementine Pennyfeather","outsider","insider",53,158,"insider"
"5167","Clementine Pennyfeather","😇","😈",52.9,27,"😇"
"5168","Clementine Pennyfeather","variable","consistent",52.9,36,"consistent"
"5169","Clementine Pennyfeather","pure","debased",52.8,238,"debased"
"5170","Clementine Pennyfeather","angry","good-humored",52.8,233,"angry"
"5171","Clementine Pennyfeather","imaginative","practical",52.8,210,"imaginative"
"5172","Clementine Pennyfeather","monochrome","multicolored",52.8,84,"monochrome"
"5173","Clementine Pennyfeather","protagonist","antagonist",52.8,31,"antagonist"
"5174","Clementine Pennyfeather","puny","mighty",52.7,238,"mighty"
"5175","Clementine Pennyfeather","uncreative","open to new experinces",52.7,241,"open to new experinces"
"5176","Clementine Pennyfeather","'left-brained'","'right-brained'",52.7,157,"'left-brained'"
"5177","Clementine Pennyfeather","slugabed","go-getter",52.7,21,"go-getter"
"5178","Clementine Pennyfeather","arcane","mainstream",52.6,233,"arcane"
"5179","Clementine Pennyfeather","optimistic","pessimistic",52.5,222,"optimistic"
"5180","Clementine Pennyfeather","extreme","moderate",52.5,222,"extreme"
"5181","Clementine Pennyfeather","noob","pro",52.5,13,"noob"
"5182","Clementine Pennyfeather","😎","🧐",52.5,28,"🧐"
"5183","Clementine Pennyfeather","winter","summer",52.5,39,"summer"
"5184","Clementine Pennyfeather","self-conscious","self-assured",52.2,218,"self-assured"
"5185","Clementine Pennyfeather","important","irrelevant",52.2,36,"important"
"5186","Clementine Pennyfeather","zany","regular",52.2,26,"regular"
"5187","Clementine Pennyfeather","perverted","clean",52.2,13,"clean"
"5188","Clementine Pennyfeather","🙋‍♂️","🙅‍♂️",52,30,"🙅‍♂️"
"5189","Clementine Pennyfeather","interested","bored",52,22,"bored"
"5190","Clementine Pennyfeather","distant","touchy-feely",52,32,"distant"
"5191","Clementine Pennyfeather","open-minded","close-minded",51.9,224,"close-minded"
"5192","Clementine Pennyfeather","direct","roundabout",51.7,207,"direct"
"5193","Clementine Pennyfeather","street-smart","sheltered",51.7,261,"sheltered"
"5194","Clementine Pennyfeather","deep","shallow",51.7,49,"deep"
"5195","Clementine Pennyfeather","gatherer","hunter",51.7,43,"gatherer"
"5196","Clementine Pennyfeather","neurotypical","autistic",51.6,170,"autistic"
"5197","Clementine Pennyfeather","neat","messy",51.6,163,"messy"
"5198","Clementine Pennyfeather","receiving","giving",51.6,29,"giving"
"5199","Clementine Pennyfeather","📈","📉",51.4,26,"📈"
"5200","Clementine Pennyfeather","real","philosophical",51.3,150,"philosophical"
"5201","Clementine Pennyfeather","wooden","plastic",51.2,17,"plastic"
"5202","Clementine Pennyfeather","warm","cold",51,219,"cold"
"5203","Clementine Pennyfeather","honorable","cunning",50.9,251,"cunning"
"5204","Clementine Pennyfeather","socialist","libertarian",50.2,170,"libertarian"
"5205","Clementine Pennyfeather","guarded","open",50.8,256,"guarded"
"5206","Clementine Pennyfeather","specialist","generalist",50.8,72,"generalist"
"5207","Clementine Pennyfeather","scrub","legit",50.8,22,"legit"
"5208","Clementine Pennyfeather","deep","epic",50.8,25,"deep"
"5209","Clementine Pennyfeather","cringeworthy","inspiring",50.3,125,"cringeworthy"
"5210","Clementine Pennyfeather","sensible","ludicrous",50.5,222,"ludicrous"
"5211","Clementine Pennyfeather","animalistic","human",50.5,214,"animalistic"
"5212","Clementine Pennyfeather","unobservant","perceptive",50.5,33,"perceptive"
"5213","Clementine Pennyfeather","oxymoron","tautology",50.5,15,"oxymoron"
"5214","Logan Delos","entitled","grateful",95.2,29,"entitled"
"5215","Logan Delos","arrogant","humble",92.9,204,"arrogant"
"5216","Logan Delos","💃","🧕",91.1,30,"💃"
"5217","Logan Delos","indulgent","sober",91,227,"indulgent"
"5218","Logan Delos","sexist","feminist",91,23,"feminist"
"5219","Logan Delos","lustful","chaste",90.9,240,"chaste"
"5220","Logan Delos","vain","demure",90.9,238,"demure"
"5221","Logan Delos","rich","poor",90.3,236,"poor"
"5222","Logan Delos","privileged","oppressed",90.1,35,"oppressed"
"5223","Logan Delos","exhibitionist","bashful",89.9,21,"bashful"
"5224","Logan Delos","sexual","asexual",89.9,18,"asexual"
"5225","Logan Delos","mischievous","well behaved",89.8,233,"mischievous"
"5226","Logan Delos","selfish","altruistic",89.7,223,"altruistic"
"5227","Logan Delos","experimental","reliable",89,41,"experimental"
"5228","Logan Delos","lavish","frugal",88.7,273,"frugal"
"5229","Logan Delos","ivory-tower","blue-collar",88.6,233,"blue-collar"
"5230","Logan Delos","perverted","clean",88.6,17,"clean"
"5231","Logan Delos","playful","shy",87.8,208,"playful"
"5232","Logan Delos","bourgeoisie","proletariat",87.5,221,"bourgeoisie"
"5233","Logan Delos","competitive","cooperative",87.4,220,"competitive"
"5234","Logan Delos","😈","😇",87.4,20,"😇"
"5235","Logan Delos","pretentious","unassuming",87.1,16,"pretentious"
"5236","Logan Delos","cocky","timid",86.7,24,"cocky"
"5237","Logan Delos","impulsive","cautious",86.6,226,"cautious"
"5238","Logan Delos","plays hard","works hard",86.4,244,"plays hard"
"5239","Logan Delos","debased","pure",86.3,225,"debased"
"5240","Logan Delos","night owl","morning lark",86.3,116,"morning lark"
"5241","Logan Delos","moody","stable",86.2,232,"moody"
"5242","Logan Delos","rude","respectful",86.1,239,"respectful"
"5243","Logan Delos","flamboyant","modest",86.1,259,"flamboyant"
"5244","Logan Delos","bold","shy",86,210,"bold"
"5245","Logan Delos","city-slicker","country-bumpkin",86,34,"city-slicker"
"5246","Logan Delos","traumatized","flourishing",86,28,"flourishing"
"5247","Logan Delos","extrovert","introvert",85.8,228,"extrovert"
"5248","Logan Delos","fire","water",85.8,21,"fire"
"5249","Logan Delos","cosmopolitan","provincial",85.5,213,"cosmopolitan"
"5250","Logan Delos","impatient","patient",85.4,74,"impatient"
"5251","Logan Delos","narcissistic","low self esteem",84.9,39,"low self esteem"
"5252","Logan Delos","lewd","tasteful",84.7,242,"lewd"
"5253","Logan Delos","self-destructive","self-improving",84.7,45,"self-destructive"
"5254","Logan Delos","flirtatious","prudish",84.7,23,"flirtatious"
"5255","Logan Delos","edgy","politically correct",84.3,232,"edgy"
"5256","Logan Delos","psychopath","empath",84.2,21,"empath"
"5257","Logan Delos","exuberant","subdued",84.1,41,"exuberant"
"5258","Logan Delos","loud","quiet",84,236,"loud"
"5259","Logan Delos","atheist","theist",83.8,88,"atheist"
"5260","Logan Delos","feisty","gracious",83.6,240,"feisty"
"5261","Logan Delos","scandalous","proper",83.3,212,"proper"
"5262","Logan Delos","cunning","honorable",83.1,238,"cunning"
"5263","Logan Delos","quarrelsome","warm",83.1,242,"quarrelsome"
"5264","Logan Delos","poisonous","nurturing",83.1,110,"nurturing"
"5265","Logan Delos","foolish","wise",83.1,232,"foolish"
"5266","Logan Delos","heathen","devout",83,221,"devout"
"5267","Logan Delos","individualist","communal",82.8,91,"communal"
"5268","Logan Delos","outlaw","sheriff",82.7,207,"outlaw"
"5269","Logan Delos","wild","tame",82.4,219,"tame"
"5270","Logan Delos","biased","impartial",82.3,222,"biased"
"5271","Logan Delos","overspender","penny-pincher",82.3,35,"overspender"
"5272","Logan Delos","salacious","wholesome",82.3,16,"salacious"
"5273","Logan Delos","chaotic","orderly",82.2,238,"chaotic"
"5274","Logan Delos","vengeful","forgiving",82.1,224,"forgiving"
"5275","Logan Delos","urban","rural",82,20,"rural"
"5276","Logan Delos","sarcastic","genuine",81.5,253,"genuine"
"5277","Logan Delos","fearmongering","reassuring",81.5,28,"fearmongering"
"5278","Logan Delos","ambitious","realistic",81.4,20,"ambitious"
"5279","Logan Delos","lost","enlightened",81.3,39,"enlightened"
"5280","Logan Delos","extreme","moderate",81.3,201,"extreme"
"5281","Logan Delos","opinionated","neutral",81.3,18,"neutral"
"5282","Logan Delos","🐴","🦄",81.2,16,"🐴"
"5283","Logan Delos","kinky","vanilla",81,207,"kinky"
"5284","Logan Delos","stylish","slovenly",80.9,229,"slovenly"
"5285","Logan Delos","interrupting","attentive",80.9,24,"attentive"
"5286","Logan Delos","cringeworthy","inspiring",80.7,91,"cringeworthy"
"5287","Logan Delos","ferocious","pacifist",80.7,222,"ferocious"
"5288","Logan Delos","whippersnapper","sage",80.7,27,"sage"
"5289","Logan Delos","chatty","reserved",80.6,206,"chatty"
"5290","Logan Delos","cruel","kind",80.5,232,"cruel"
"5291","Logan Delos","jock","nerd",80.4,234,"jock"
"5292","Logan Delos","jaded","innocent",80.3,23,"innocent"
"5293","Logan Delos","child free","pronatalist",80.2,174,"child free"
"5294","Logan Delos","juvenile","mature",80.1,113,"juvenile"
"5295","Logan Delos","insulting","complimentary",80.1,95,"complimentary"
"5296","Logan Delos","bitter","sweet",80,216,"bitter"
"5297","Logan Delos","disorganized","self-disciplined",79.9,215,"disorganized"
"5298","Logan Delos","trendy","vintage",79.9,17,"trendy"
"5299","Logan Delos","haunted","blissful",79.8,29,"blissful"
"5300","Logan Delos","tardy","on-time",79.8,12,"on-time"
"5301","Logan Delos","adventurous","stick-in-the-mud",79.5,219,"adventurous"
"5302","Logan Delos","not introspective","introspective",79.3,26,"introspective"
"5303","Logan Delos","English","German",79.3,36,"English"
"5304","Logan Delos","sporty","bookish",79.2,194,"bookish"
"5305","Logan Delos","soulless","soulful",79.2,89,"soulful"
"5306","Logan Delos","libertarian","socialist",79.1,211,"libertarian"
"5307","Logan Delos","jealous","compersive",79.1,199,"compersive"
"5308","Logan Delos","ludicrous","sensible",79,254,"ludicrous"
"5309","Logan Delos","demonic","angelic",78.9,230,"angelic"
"5310","Logan Delos","receiving","giving",78.9,19,"giving"
"5311","Logan Delos","charming","awkward",78.8,240,"awkward"
"5312","Logan Delos","modern","historical",78.8,140,"historical"
"5313","Logan Delos","dramatic","no-nonsense",78.8,101,"dramatic"
"5314","Logan Delos","🐷","🐮",78.8,21,"🐮"
"5315","Logan Delos","gregarious","private",78.7,239,"gregarious"
"5316","Logan Delos","🤑","🤠",78.6,15,"🤑"
"5317","Logan Delos","instinctual","reasoned",78.5,208,"instinctual"
"5318","Logan Delos","young","old",78.5,233,"old"
"5319","Logan Delos","rebellious","obedient",78.3,195,"obedient"
"5320","Logan Delos","masculine","feminine",78.1,243,"feminine"
"5321","Logan Delos","bad boy","white knight",78.1,34,"bad boy"
"5322","Logan Delos","gendered","androgynous",78.1,103,"androgynous"
"5323","Logan Delos","bold","serious",78,214,"bold"
"5324","Logan Delos","authoritarian","democratic",77.9,240,"authoritarian"
"5325","Logan Delos","traitorous","loyal",77.7,204,"loyal"
"5326","Logan Delos","indiscreet","tactful",77.7,21,"indiscreet"
"5327","Logan Delos","deranged","reasonable",77.6,24,"deranged"
"5328","Logan Delos","villainous","heroic",77.5,217,"heroic"
"5329","Logan Delos","charming","trusting",77.5,269,"charming"
"5330","Logan Delos","deviant","average",77.4,134,"average"
"5331","Logan Delos","scrub","legit",77.4,25,"legit"
"5332","Logan Delos","shallow","deep",77.3,58,"deep"
"5333","Logan Delos","exaggerating","factual",77.2,28,"exaggerating"
"5334","Logan Delos","stingy","generous",77.2,17,"generous"
"5335","Logan Delos","frenzied","sleepy",77.1,26,"frenzied"
"5336","Logan Delos","spicy","mild",76.8,241,"mild"
"5337","Logan Delos","offended","chill",76.8,37,"chill"
"5338","Logan Delos","worldly","innocent",76.8,223,"innocent"
"5339","Logan Delos","💀","🎃",76.7,18,"🎃"
"5340","Logan Delos","social","reclusive",76.7,19,"reclusive"
"5341","Logan Delos","🎩","🧢",76.6,27,"🎩"
"5342","Logan Delos","intense","lighthearted",76.6,34,"intense"
"5343","Logan Delos","twitchy","still",76.5,10,"still"
"5344","Logan Delos","hedonist","monastic",76.4,20,"hedonist"
"5345","Logan Delos","nihilist","existentialist",76.3,101,"existentialist"
"5346","Logan Delos","loose","tight",76.3,36,"loose"
"5347","Logan Delos","emotional","logical",76.2,228,"emotional"
"5348","Logan Delos","genocidal","not genocidal",76.1,20,"genocidal"
"5349","Logan Delos","spontaneous","scheduled",76,226,"scheduled"
"5350","Logan Delos","desperate","high standards",75.7,12,"desperate"
"5351","Logan Delos","demanding","unchallenging",75.7,18,"demanding"
"5352","Logan Delos","pensive","serene",75.5,20,"pensive"
"5353","Logan Delos","💔","💝",75.3,35,"💔"
"5354","Logan Delos","trash","treasure",75.1,41,"trash"
"5355","Logan Delos","🏀","🎨",75.1,16,"🎨"
"5356","Logan Delos","backdoor","official",75.1,208,"backdoor"
"5357","Logan Delos","expressive","stoic",74.9,215,"expressive"
"5358","Logan Delos","judgemental","accepting",74.9,134,"accepting"
"5359","Logan Delos","😎","🧐",74.9,37,"🧐"
"5360","Logan Delos","slacker","workaholic",74.8,113,"slacker"
"5361","Logan Delos","gossiping","confidential",74.7,209,"confidential"
"5362","Logan Delos","hypocritical","equitable",74.6,122,"equitable"
"5363","Logan Delos","assertive","passive",74.5,229,"assertive"
"5364","Logan Delos","cannibal","vegan",74,39,"cannibal"
"5365","Logan Delos","head@clouds","down2earth",73.9,235,"down2earth"
"5366","Logan Delos","suspicious","awkward",73.8,230,"awkward"
"5367","Logan Delos","high-tech","low-tech",73.6,196,"high-tech"
"5368","Logan Delos","crazy","sane",73.6,20,"crazy"
"5369","Logan Delos","money-focused","love-focused",73.6,20,"love-focused"
"5370","Logan Delos","physical","intellectual",73.5,236,"intellectual"
"5371","Logan Delos","mad","glad",73.5,22,"glad"
"5372","Logan Delos","stubborn","accommodating",73.5,21,"accommodating"
"5373","Logan Delos","transient","permanent",73.4,101,"permanent"
"5374","Logan Delos","extravagant","thrifty",73.4,22,"extravagant"
"5375","Logan Delos","ignorant","knowledgeable",73.2,32,"ignorant"
"5376","Logan Delos","businesslike","chivalrous",73.2,17,"businesslike"
"5377","Logan Delos","predictable","quirky",73,21,"predictable"
"5378","Logan Delos","crafty","scholarly",72.9,210,"crafty"
"5379","Logan Delos","barbaric","civilized",72.9,233,"barbaric"
"5380","Logan Delos","sad","happy",72.9,201,"happy"
"5381","Logan Delos","open to new experinces","uncreative",72.5,235,"open to new experinces"
"5382","Logan Delos","neurotypical","autistic",72.5,208,"autistic"
"5383","Logan Delos","technophile","luddite",72.5,192,"luddite"
"5384","Logan Delos","Italian","Swedish",72.5,28,"Italian"
"5385","Logan Delos","cold","warm",72.4,207,"cold"
"5386","Logan Delos","playful","serious",72.3,244,"playful"
"5387","Logan Delos","bad-cook","good-cook",72.3,24,"bad-cook"
"5388","Logan Delos","unfaithful","devoted",72.2,27,"devoted"
"5389","Logan Delos","celebrity","boy/girl-next-door",72.1,26,"boy/girl-next-door"
"5390","Logan Delos","self-assured","self-conscious",72.1,222,"self-assured"
"5391","Logan Delos","🤡","👽",72.1,18,"👽"
"5392","Logan Delos","unfixable","fixable",72.1,32,"fixable"
"5393","Logan Delos","miserable","joyful",72,16,"joyful"
"5394","Logan Delos","flimsy","sturdy",72,35,"flimsy"
"5395","Logan Delos","fast-talking","slow-talking",72,28,"fast-talking"
"5396","Logan Delos","rock","rap",72,35,"rap"
"5397","Logan Delos","explorer","builder",71.8,221,"builder"
"5398","Logan Delos","📉","📈",71.8,22,"📈"
"5399","Logan Delos","spontaneous","deliberate",71.7,222,"deliberate"
